day_of_week,hum,weathersit,holiday,season,temp,hr,cnt
0,0.7,2,1,3,0.72,23,138
4,0.57,1,0,2,0.64,23,215
6,0.79,1,0,3,0.72,20,294
5,0.97,2,0,3,0.6,2,64
4,0.69,1,0,4,0.22,2,9
4,0.47,1,0,1,0.22,9,214
1,0.45,1,0,3,0.76,14,182
0,0.87,3,0,4,0.4,23,33
5,0.29,1,0,3,0.94,18,277
0,0.86,3,0,1,0.2,8,272
4,0.45,2,0,4,0.32,18,295
2,0.86,3,0,1,0.2,10,8
3,0.76,2,0,4,0.4,10,110
5,0.32,1,0,4,0.58,17,441
4,0.4,1,0,4,0.38,16,421
0,0.66,1,0,4,0.4,18,422
2,0.87,3,0,1,0.24,18,167
2,0.77,1,0,2,0.48,5,38
4,0.71,1,0,3,0.4,3,6
6,0.59,1,0,3,0.8,0,119
5,0.51,1,0,1,0.22,22,39
3,0.6,1,0,4,0.26,19,373
0,0.43,2,1,1,0.18,5,1
6,0.62,1,0,4,0.4,2,132
6,0.43,1,0,3,0.82,18,363
3,0.74,2,0,3,0.7,8,484
1,0.69,1,0,3,0.64,9,328
4,0.48,1,0,3,0.7,21,233
5,0.93,2,0,1,0.36,3,21
6,0.35,1,0,4,0.62,17,575
1,0.43,1,0,2,0.6,19,434
6,0.76,1,0,4,0.36,20,124
4,0.61,2,0,3,0.66,10,166
1,0.54,1,0,3,0.7,11,256
3,0.89,1,0,3,0.64,4,4
2,0.73,1,0,4,0.56,5,36
2,0.66,1,0,3,0.72,11,164
3,0.65,1,0,4,0.28,2,4
3,0.39,1,0,2,0.5,10,128
0,0.47,2,1,1,0.2,15,93
1,0.63,1,0,4,0.46,11,147
6,0.82,2,0,2,0.46,18,159
0,0.63,1,0,2,0.48,7,237
6,0.79,1,0,3,0.72,23,91
3,0.36,1,0,1,0.32,20,199
6,0.27,1,0,1,0.22,15,206
3,0.51,1,0,4,0.7,17,901
6,0.63,1,0,2,0.5,6,16
5,0.42,1,0,2,0.52,12,416
5,0.68,2,0,3,0.5,10,249
6,0.76,2,0,1,0.38,9,20
3,0.7,2,0,4,0.32,1,20
2,0.7,1,0,1,0.24,5,20
5,0.83,1,0,4,0.56,8,206
5,0.88,3,0,3,0.56,15,512
6,0.87,1,0,4,0.34,3,46
4,0.7,1,0,4,0.3,4,7
3,0.78,2,0,4,0.56,13,313
4,0.53,1,0,4,0.34,19,265
4,0.82,2,0,4,0.4,1,17
6,0.89,1,0,3,0.7,22,103
6,0.39,1,0,4,0.3,16,228
3,0.52,1,0,4,0.3,20,252
2,0.69,1,0,1,0.22,3,4
3,0.54,1,0,1,0.38,10,88
2,0.45,1,0,1,0.06,6,43
6,0.44,1,0,4,0.26,18,141
3,0.44,1,0,3,0.86,10,186
6,0.56,1,0,1,0.3,15,109
1,0.44,1,0,2,0.48,18,312
6,0.47,1,0,1,0.2,6,2
2,0.43,1,0,3,0.78,11,128
3,0.76,3,0,1,0.34,15,53
3,0.47,1,0,3,0.84,21,323
6,0.6,1,0,2,0.6,22,153
4,0.52,1,0,3,0.76,12,216
3,0.82,1,0,4,0.44,5,42
2,0.87,3,0,1,0.26,16,13
1,0.94,2,0,4,0.62,23,98
5,0.82,2,0,2,0.38,19,130
6,0.81,1,0,4,0.26,1,115
6,0.65,1,0,3,0.7,12,411
0,0.4,1,0,1,0.2,17,178
2,0.83,3,0,2,0.66,17,521
6,0.46,1,0,4,0.28,17,136
2,0.68,1,0,3,0.56,23,127
2,0.55,1,0,3,0.76,18,556
1,0.44,1,0,4,0.46,15,246
0,0.59,1,0,3,0.78,20,323
2,0.62,2,0,1,0.4,22,59
0,0.83,2,0,3,0.6,5,37
5,0.89,2,0,3,0.66,22,168
2,0.47,1,0,2,0.86,12,180
1,0.94,1,0,2,0.44,2,1
4,0.37,1,0,2,0.74,17,823
3,0.52,2,0,1,0.24,10,86
0,0.52,2,0,4,0.3,5,39
6,0.88,1,0,3,0.58,6,20
1,0.59,1,0,1,0.16,8,501
6,0.66,1,0,3,0.78,1,96
3,0.47,1,0,2,0.4,22,149
4,0.3,1,0,1,0.12,18,120
0,0.88,2,0,2,0.52,8,314
1,0.88,2,0,4,0.6,13,154
6,0.47,2,0,1,0.16,5,5
6,0.69,3,0,2,0.62,14,316
2,0.87,3,0,1,0.4,18,192
0,0.65,1,0,1,0.26,0,11
0,0.58,1,0,2,0.7,16,299
1,0.87,1,0,4,0.32,3,3
3,0.6,1,0,1,0.22,1,7
3,0.58,1,0,4,0.42,23,90
2,0.47,1,0,3,0.68,23,159
1,0.87,3,0,4,0.36,3,3
2,0.73,1,0,2,0.64,22,286
5,0.88,1,0,2,0.62,3,31
2,0.5,1,0,2,0.62,13,193
4,0.47,1,0,2,0.66,10,249
4,0.36,1,0,1,0.66,16,232
6,0.55,1,0,4,0.18,2,52
4,0.4,2,0,2,0.56,15,252
0,0.71,2,1,4,0.4,19,371
0,0.8,1,0,4,0.16,5,21
6,0.66,2,0,3,0.8,16,291
6,0.49,1,0,4,0.3,14,219
2,0.47,1,1,3,0.86,20,551
0,0.37,1,0,2,0.56,21,151
5,0.48,2,0,2,0.7,20,239
3,0.77,1,0,1,0.48,9,315
3,0.76,1,0,1,0.4,4,1
6,0.49,1,0,3,0.8,17,369
3,0.47,1,0,2,0.66,11,237
4,0.84,1,0,3,0.72,5,27
2,0.93,3,0,1,0.34,23,18
6,0.52,2,0,1,0.3,20,103
0,0.58,2,0,3,0.76,12,278
1,0.94,2,0,4,0.38,6,64
3,0.83,1,0,3,0.62,1,25
5,0.75,1,0,4,0.24,8,63
5,0.88,3,0,3,0.58,10,268
3,0.27,1,0,4,0.38,19,373
5,0.83,2,0,2,0.56,1,76
4,0.46,2,0,2,0.36,14,87
4,0.83,1,0,3,0.62,3,9
2,0.77,1,0,2,0.48,8,442
1,0.94,2,0,1,0.52,5,20
5,0.64,1,0,1,0.2,3,8
0,0.94,3,1,3,0.66,19,175
0,0.57,2,0,4,0.32,16,214
4,0.8,1,0,4,0.22,5,23
2,0.87,1,0,4,0.3,1,10
0,0.45,1,1,1,0.3,22,62
5,0.82,1,0,4,0.38,23,108
4,0.79,1,0,3,0.72,20,222
2,0.62,1,0,2,0.4,21,150
5,0.45,1,0,2,0.7,13,462
5,0.79,1,0,3,0.68,9,271
5,0.16,1,0,1,0.44,16,120
4,0.94,1,0,4,0.56,2,6
2,1.0,1,0,2,0.52,6,101
3,0.94,2,0,3,0.66,5,41
4,0.4,2,0,1,0.2,11,67
0,0.52,1,0,3,0.76,18,812
2,0.85,1,0,1,0.2,2,5
1,0.58,1,0,3,0.7,8,441
1,0.73,2,0,2,0.64,14,184
6,0.62,2,0,4,0.4,12,321
5,0.31,1,0,4,0.32,16,241
2,0.51,1,0,4,0.5,21,269
4,0.58,1,0,2,0.74,17,491
3,0.66,2,0,2,0.4,9,170
3,0.54,2,0,2,0.44,4,6
3,0.62,1,0,3,0.76,17,555
6,0.65,2,0,3,0.66,16,356
3,0.0,3,0,1,0.44,15,14
6,0.44,1,0,2,0.26,23,19
2,0.28,1,0,2,0.74,13,189
0,0.87,1,0,4,0.32,0,24
4,0.69,1,0,1,0.14,9,117
4,0.44,1,0,4,0.48,5,26
4,0.88,3,0,4,0.56,7,147
2,0.84,1,0,3,0.7,2,6
1,0.81,2,0,1,0.24,18,168
3,0.8,1,1,4,0.22,4,3
4,0.63,3,0,3,0.82,23,48
3,0.27,1,0,1,0.2,16,80
4,0.53,2,0,4,0.34,11,201
1,0.43,1,0,4,0.62,12,302
1,0.94,2,0,3,0.54,22,84
5,0.62,1,0,4,0.4,3,20
3,0.5,1,0,2,0.4,23,136
0,0.67,1,0,4,0.44,4,5
1,0.46,1,0,2,0.38,3,3
2,0.93,3,0,1,0.36,8,405
0,0.53,2,0,2,0.6,18,680
1,0.73,1,0,2,0.64,9,199
3,0.7,1,0,1,0.24,7,90
2,0.52,1,0,1,0.54,19,335
2,0.87,3,0,1,0.3,11,10
2,0.78,1,0,3,0.66,0,33
4,0.53,2,0,2,0.36,11,201
6,0.44,2,0,2,0.68,18,389
3,0.93,3,0,2,0.26,10,69
4,0.69,1,0,2,0.6,23,176
2,0.77,1,0,4,0.5,8,839
4,0.69,2,0,1,0.2,2,1
6,0.82,3,0,2,0.4,9,79
0,0.47,1,0,2,0.46,1,19
2,0.74,1,0,3,0.7,23,152
2,0.69,1,0,2,0.66,22,217
0,0.29,1,0,2,0.5,17,729
0,0.38,1,1,1,0.24,19,93
4,0.61,3,0,1,0.3,18,359
3,0.56,1,0,1,0.3,19,135
0,0.46,1,0,4,0.62,16,315
1,0.88,3,0,4,0.62,17,715
6,0.65,1,0,3,0.64,6,25
1,0.46,1,0,4,0.58,15,188
2,0.26,1,0,1,0.3,22,48
1,0.62,2,0,2,0.44,7,314
0,0.88,3,0,1,0.44,20,45
1,0.54,1,0,1,0.42,0,10
1,0.79,1,0,2,0.68,23,90
6,0.22,1,0,2,0.62,17,411
1,0.88,2,0,3,0.54,18,373
0,0.69,2,0,2,0.66,17,508
4,0.44,1,0,4,0.46,15,237
4,0.37,1,0,4,0.72,16,634
0,0.69,1,0,4,0.2,1,10
3,0.57,1,0,3,0.62,5,47
1,0.88,1,0,1,0.54,1,15
3,0.51,1,0,3,0.72,19,633
0,1.0,2,0,4,0.3,8,410
4,0.44,1,0,2,0.84,15,212
0,0.93,2,0,1,0.22,12,62
6,0.62,1,0,4,0.44,14,473
1,0.8,1,0,4,0.18,3,3
4,0.36,1,0,2,0.52,10,210
6,0.94,2,0,3,0.62,6,3
4,0.7,1,0,1,0.3,7,262
0,0.75,3,0,1,0.22,15,69
2,0.63,1,0,3,0.5,22,229
1,0.44,1,0,2,0.64,13,209
6,0.81,1,0,4,0.36,1,44
1,0.77,1,0,4,0.44,5,50
3,0.3,1,0,1,0.24,1,1
4,0.4,2,0,4,0.4,14,262
2,0.94,3,0,4,0.54,19,109
6,0.38,1,0,1,0.24,16,99
6,0.81,1,0,4,0.34,2,31
4,0.53,1,0,4,0.34,9,327
1,0.5,2,1,1,0.36,16,86
4,0.45,2,0,3,0.76,11,288
6,0.27,1,0,1,0.36,14,212
4,0.88,3,0,4,0.54,1,16
0,0.64,1,0,4,0.56,23,61
2,0.83,1,0,3,0.54,5,27
5,0.49,1,0,1,0.34,11,119
0,0.69,1,1,2,0.66,8,155
5,0.83,1,0,2,0.62,5,10
5,0.5,1,0,4,0.4,14,426
0,0.83,3,0,2,0.58,18,453
2,0.79,2,0,3,0.7,5,40
0,0.76,1,1,4,0.4,3,4
1,0.74,1,0,3,0.66,2,13
5,0.75,3,0,1,0.28,18,64
2,0.46,1,0,2,0.38,8,658
4,0.49,2,0,1,0.58,0,54
0,0.45,2,0,1,0.28,14,247
4,0.36,1,0,2,0.46,12,307
3,0.87,2,0,1,0.24,1,12
0,0.29,1,0,4,0.64,15,296
0,0.69,1,1,2,0.62,9,297
1,0.83,3,0,3,0.54,11,89
3,0.74,1,0,3,0.66,4,4
0,0.54,2,0,3,0.72,3,5
3,0.75,2,0,1,0.28,2,7
2,0.34,2,0,1,0.2,17,166
2,0.94,2,0,4,0.58,21,85
2,0.94,2,0,2,0.54,11,23
4,0.63,1,0,2,0.52,4,10
0,0.44,1,0,1,0.44,22,92
3,0.81,2,0,1,0.34,12,165
1,0.29,1,0,3,0.92,17,770
2,0.94,1,0,2,0.42,2,2
3,0.4,1,0,1,0.2,13,51
6,0.56,2,0,1,0.24,8,56
5,0.2,1,0,2,0.5,21,234
4,0.43,2,0,4,0.38,19,374
1,0.49,1,0,2,0.58,8,486
4,0.59,1,0,2,0.5,1,49
4,0.4,1,0,2,0.58,17,553
2,0.48,1,0,4,0.74,17,953
0,0.47,2,0,3,0.7,17,591
6,0.61,2,0,2,0.62,18,463
2,0.84,1,0,3,0.72,20,412
1,0.87,2,0,1,0.32,9,255
4,0.48,1,0,2,0.52,20,190
4,0.51,1,0,1,0.2,9,166
1,0.93,2,1,1,0.22,7,6
0,0.56,1,0,2,0.4,1,11
0,0.83,1,0,3,0.6,21,245
5,0.93,2,0,1,0.16,8,25
3,0.45,1,0,2,0.52,1,26
5,0.47,1,0,4,0.46,21,296
2,0.73,1,0,2,0.6,16,294
3,0.77,3,0,2,0.42,0,25
0,0.75,1,0,1,0.2,5,1
0,0.83,3,0,2,0.6,14,180
3,0.66,2,0,3,0.76,12,160
2,0.53,1,0,1,0.36,17,190
3,0.64,2,0,1,0.2,8,210
4,0.35,1,0,1,0.4,18,377
2,0.83,3,0,2,0.66,18,412
3,0.54,2,0,4,0.38,14,201
0,0.83,2,0,3,0.66,9,363
1,0.88,2,0,4,0.46,1,11
1,0.65,1,0,2,0.64,21,282
4,0.57,2,0,1,0.32,19,262
5,0.49,1,0,4,0.34,9,248
1,0.74,1,0,3,0.72,7,343
5,0.76,1,0,4,0.4,7,57
6,0.82,2,0,4,0.4,19,114
4,0.3,1,0,3,0.96,15,169
5,0.76,3,0,4,0.4,17,228
1,0.84,1,0,3,0.7,0,47
4,0.65,2,0,1,0.24,22,46
6,0.56,1,0,3,0.82,11,437
6,0.82,2,0,4,0.38,12,417
2,0.4,1,0,2,0.6,23,93
1,0.46,1,0,3,0.78,21,230
2,0.55,1,0,3,0.74,19,440
1,0.71,2,0,1,0.34,20,88
0,0.34,1,0,3,0.66,16,488
0,0.48,1,0,1,0.28,22,94
3,0.78,1,0,3,0.64,5,27
2,0.77,2,0,4,0.52,1,16
1,0.59,1,0,1,0.2,6,46
3,0.49,1,0,2,0.54,23,166
0,0.59,1,0,4,0.46,18,425
6,0.77,1,0,2,0.5,18,240
2,0.93,2,0,1,0.3,6,31
3,0.65,1,0,2,0.7,22,180
4,0.61,1,0,1,0.32,4,2
6,0.79,1,0,3,0.7,20,181
2,0.49,1,0,3,0.8,8,449
3,0.37,1,0,1,0.22,15,60
6,0.87,1,0,4,0.36,5,5
2,0.38,1,0,1,0.44,0,31
0,0.93,2,0,1,0.24,19,18
6,0.63,2,0,4,0.5,5,28
1,0.57,1,0,4,0.62,19,482
3,0.6,1,0,2,0.58,12,207
4,0.39,1,0,3,0.68,8,426
3,0.78,1,0,4,0.6,7,558
1,0.64,2,0,4,0.54,13,272
0,0.73,1,0,2,0.6,22,106
0,0.24,1,0,2,0.42,19,458
0,0.45,2,0,2,0.54,22,173
6,0.41,1,0,4,0.64,16,581
4,0.61,1,0,3,0.7,5,45
5,0.53,1,0,2,0.36,19,148
0,0.94,3,0,3,0.6,23,70
1,0.62,1,0,1,0.24,22,47
2,0.34,1,0,2,0.7,19,671
2,0.83,1,0,2,0.56,2,16
2,0.83,1,0,2,0.58,8,650
0,0.77,1,0,4,0.42,17,446
0,0.88,2,0,4,0.42,15,211
6,0.69,2,0,3,0.62,6,20
6,0.58,1,0,3,0.72,9,184
6,0.88,2,0,1,0.42,10,351
2,0.52,2,0,3,0.8,19,342
4,0.26,1,0,2,0.68,19,391
6,0.49,1,0,4,0.56,18,328
1,0.55,1,0,3,0.8,13,275
3,0.55,1,0,3,0.8,19,623
4,0.7,1,0,1,0.3,22,44
6,0.21,1,0,1,0.36,17,234
6,0.41,2,0,4,0.26,11,204
2,0.58,2,0,3,0.76,13,144
2,0.59,2,0,3,0.8,12,188
6,0.49,2,0,1,0.3,15,253
2,0.73,1,0,2,0.6,18,489
6,0.6,1,0,4,0.24,20,104
5,0.7,2,0,1,0.24,0,26
3,0.35,1,0,1,0.24,18,167
3,0.51,2,0,4,0.7,10,208
4,0.46,1,0,4,0.6,13,305
4,0.39,1,0,2,0.32,13,138
1,0.67,1,0,4,0.44,2,3
2,0.94,3,0,4,0.46,13,58
4,0.61,3,0,2,0.34,9,195
1,0.49,1,0,1,0.3,4,1
5,0.21,1,0,1,0.36,18,297
4,0.6,1,0,1,0.24,5,5
2,0.39,2,0,2,0.5,7,418
0,0.44,1,0,2,0.22,2,5
4,0.87,2,0,1,0.4,5,26
0,0.49,1,0,4,0.54,13,189
4,0.42,2,0,2,0.54,16,299
2,0.41,1,0,1,0.02,6,59
6,0.46,1,0,2,0.38,8,43
5,0.93,2,0,1,0.36,6,7
6,0.82,3,0,4,0.4,18,106
3,0.65,2,0,4,0.3,6,147
6,0.33,1,0,3,0.92,16,313
2,0.5,1,0,1,0.16,20,56
6,0.56,2,0,3,0.58,14,311
5,0.64,1,0,1,0.22,0,28
2,0.94,3,0,4,0.52,11,149
4,0.94,2,0,4,0.56,5,17
6,0.6,1,0,1,0.26,6,1
2,0.62,1,0,2,0.44,19,175
0,0.87,3,0,4,0.4,20,80
0,0.59,1,0,1,0.14,20,81
4,0.75,2,0,1,0.3,23,46
1,0.32,1,0,2,0.24,2,3
1,0.52,1,0,1,0.28,0,15
6,0.76,3,0,4,0.4,17,303
2,0.42,2,0,2,0.5,4,7
5,0.22,1,0,3,0.88,16,398
5,0.62,1,0,2,0.72,13,385
3,0.76,3,0,4,0.34,20,50
5,0.94,1,0,4,0.58,3,31
3,0.39,1,0,1,0.14,11,45
5,1.0,3,0,2,0.34,5,7
0,0.27,1,0,1,0.52,18,527
6,0.59,1,0,4,0.46,5,6
5,0.73,1,0,2,0.64,9,177
0,0.66,3,0,2,0.34,13,107
0,0.75,1,0,1,0.24,10,55
2,0.69,1,0,3,0.64,9,213
1,0.6,2,0,1,0.26,10,98
3,0.69,1,0,2,0.62,15,304
2,0.94,1,0,2,0.56,4,6
2,0.41,1,0,2,0.46,10,173
0,0.7,1,0,3,0.72,20,462
2,0.4,1,0,3,0.74,15,172
0,0.93,1,0,4,0.32,2,2
1,0.46,1,0,4,0.34,15,272
1,0.88,1,0,2,0.46,0,11
0,0.33,1,0,1,0.3,19,145
5,0.88,3,0,2,0.5,16,33
6,0.82,1,0,2,0.4,3,23
2,0.42,1,0,3,0.72,11,171
3,0.6,2,0,1,0.26,20,126
5,0.93,3,0,1,0.2,11,45
2,0.42,1,0,1,0.54,19,361
0,0.43,2,0,2,0.6,15,176
1,0.6,1,0,4,0.24,1,8
2,0.82,1,0,4,0.46,3,6
0,0.87,3,0,2,0.34,1,2
4,0.77,1,0,4,0.52,5,41
5,0.86,3,0,1,0.16,4,1
1,0.77,1,0,2,0.48,22,112
6,0.47,1,0,1,0.22,23,8
0,0.42,1,0,3,0.7,15,220
4,0.54,1,0,3,0.7,16,567
4,0.62,1,0,4,0.4,23,117
1,0.87,2,0,4,0.46,2,3
2,0.32,1,0,1,0.52,17,529
6,0.52,1,0,4,0.54,21,102
2,0.79,2,0,3,0.72,22,148
0,0.54,2,0,1,0.38,15,50
5,0.58,1,0,2,0.4,6,21
5,0.33,1,0,3,0.92,19,287
0,0.45,1,1,1,0.32,4,1
3,0.71,1,0,3,0.8,23,113
2,0.94,3,0,4,0.5,2,6
1,0.2,1,0,2,0.6,15,316
6,0.83,1,0,2,0.62,6,22
3,0.78,1,0,3,0.6,4,7
3,0.65,2,0,3,0.64,13,189
0,0.42,2,1,1,0.34,2,4
5,0.66,2,0,4,0.38,16,443
4,0.58,3,0,1,0.4,16,50
6,0.37,1,0,1,0.18,17,87
1,0.88,3,0,2,0.56,2,8
2,0.63,1,0,3,0.52,7,545
0,0.69,1,0,4,0.22,5,41
1,0.24,1,0,2,0.4,14,184
4,0.87,3,0,1,0.4,15,94
6,1.0,3,0,1,0.3,19,11
2,0.66,1,0,1,0.32,18,439
1,0.58,2,0,3,0.74,19,299
5,0.93,3,0,4,0.36,23,65
1,0.83,2,0,3,0.66,9,293
5,0.24,1,0,1,0.42,23,106
2,0.5,1,0,4,0.4,17,562
5,0.42,1,0,2,0.7,16,639
1,0.94,3,0,4,0.4,11,32
0,0.82,1,0,2,0.46,3,1
4,0.71,1,0,4,0.36,7,233
0,0.58,2,0,4,0.4,19,406
2,0.93,3,0,1,0.22,13,47
4,0.47,1,0,2,0.4,0,59
1,0.79,1,0,2,0.72,23,125
1,0.45,1,0,3,0.72,12,305
0,0.73,2,0,2,0.62,20,362
0,0.93,2,0,1,0.28,23,37
0,0.25,1,0,1,0.34,19,263
1,0.58,2,0,2,0.4,22,70
6,0.89,1,0,3,0.68,5,9
2,0.65,2,0,2,0.62,10,153
1,0.56,1,0,4,0.6,22,188
1,0.73,1,0,2,0.64,19,328
2,0.26,1,0,3,0.8,15,249
2,1.0,3,0,4,0.4,17,52
6,0.83,3,0,3,0.66,0,90
4,0.56,1,0,3,0.84,20,212
5,0.77,1,0,2,0.52,1,88
5,0.55,1,0,2,0.78,16,504
5,0.17,1,0,1,0.38,8,45
4,0.89,2,0,3,0.66,3,36
2,0.83,3,0,2,0.56,9,202
6,0.74,1,0,3,0.7,23,93
5,0.7,1,0,1,0.3,11,270
3,0.45,1,0,3,0.7,8,390
0,0.46,1,1,1,0.34,2,7
5,1.0,2,0,2,0.32,0,18
0,0.7,1,0,1,0.32,21,78
1,0.88,2,0,3,0.6,6,115
5,0.94,3,0,2,0.44,20,53
3,0.88,2,0,4,0.52,4,5
2,0.51,1,0,2,0.74,17,601
1,0.94,2,0,3,0.62,4,7
0,0.73,1,0,2,0.64,10,125
6,0.61,1,0,3,0.64,5,10
6,0.4,1,0,3,0.78,13,543
3,0.81,1,0,2,0.32,6,64
6,0.4,1,0,1,0.4,14,328
1,0.4,1,0,4,0.36,14,240
5,0.82,1,0,3,0.46,23,136
5,0.78,1,0,3,0.66,2,53
4,0.69,2,0,3,0.68,21,255
3,0.47,1,0,3,0.64,16,457
0,0.4,1,0,1,0.2,11,51
2,0.58,1,0,2,0.76,8,481
1,0.87,1,0,4,0.36,22,108
1,0.94,2,0,4,0.46,7,234
0,0.43,2,0,1,0.14,13,60
3,0.87,3,0,2,0.3,14,76
6,0.28,1,0,1,0.3,1,73
5,0.6,2,0,1,0.26,23,32
5,0.42,1,0,4,0.54,16,691
1,0.74,2,0,3,0.7,5,19
2,0.62,2,0,3,0.76,19,516
5,0.61,3,0,2,0.7,14,428
3,0.76,1,0,2,0.36,2,3
3,0.74,1,0,3,0.68,0,52
6,0.62,1,0,1,0.36,7,10
3,1.0,2,0,4,0.36,5,23
3,0.44,2,0,1,0.44,11,90
1,0.49,1,0,3,0.82,15,285
3,0.46,1,0,2,0.36,8,638
6,0.93,1,0,4,0.24,6,4
4,0.24,1,0,1,0.3,17,211
1,0.78,2,0,2,0.6,0,35
1,0.58,1,0,3,0.74,7,483
1,0.56,2,0,1,0.3,12,163
3,0.51,1,0,3,0.72,1,29
5,0.48,1,0,4,0.26,3,15
1,0.33,1,0,1,0.12,20,115
3,0.7,1,0,3,0.7,22,291
5,0.83,1,0,3,0.62,4,10
1,0.61,1,0,1,0.34,21,154
5,0.47,1,0,1,0.16,10,149
5,0.48,1,0,3,0.74,15,750
2,0.43,1,0,1,0.18,7,88
6,0.47,1,0,3,0.66,11,585
4,0.3,1,0,2,0.42,23,113
1,0.83,1,0,4,0.6,21,196
0,0.66,1,0,4,0.34,23,74
3,0.88,2,0,4,0.52,5,55
1,0.51,1,0,3,0.74,14,190
1,0.87,2,0,1,0.22,2,4
5,1.0,2,0,1,0.4,7,86
4,0.53,1,0,1,0.36,17,140
3,0.29,1,0,4,0.36,11,171
1,0.53,1,0,4,0.32,17,627
1,0.56,1,0,4,0.6,21,297
5,0.74,1,0,4,0.66,17,426
6,0.93,1,0,1,0.26,7,7
0,0.34,1,0,2,0.52,19,421
6,0.65,1,0,4,0.3,2,37
2,0.65,1,0,4,0.7,18,810
3,0.83,2,0,3,0.6,6,124
4,0.88,1,0,3,0.6,22,122
6,0.82,2,0,4,0.4,19,174
5,0.36,1,0,4,0.5,22,166
3,0.36,1,0,3,0.86,17,569
1,0.62,1,0,3,0.72,3,3
1,0.19,1,0,1,0.34,14,79
6,0.68,1,0,3,0.54,23,94
2,0.37,1,0,2,0.7,19,416
4,0.81,1,0,4,0.26,7,35
4,0.75,1,0,4,0.22,7,199
0,0.42,1,0,3,0.7,14,182
0,0.44,1,0,2,0.44,12,281
6,0.84,2,0,3,0.7,0,80
5,0.71,1,0,2,0.36,8,160
4,0.76,2,1,2,0.4,21,102
5,0.51,1,0,2,0.2,5,8
2,0.58,1,0,4,0.7,13,340
1,0.77,3,0,2,0.52,6,26
1,0.78,1,0,2,0.66,7,450
4,0.44,2,0,3,0.86,14,331
2,0.93,3,0,1,0.22,15,43
4,0.54,1,0,1,0.38,17,242
5,0.77,1,0,2,0.52,0,142
2,0.88,2,0,4,0.46,1,8
5,0.77,2,0,1,0.44,23,44
3,0.35,1,0,2,0.42,10,246
2,0.39,1,0,3,0.84,11,165
4,0.45,1,0,1,0.28,19,153
4,0.83,1,0,3,0.68,1,32
3,0.53,1,0,3,0.84,17,468
3,0.67,1,0,1,0.44,21,174
0,0.76,1,1,3,0.72,21,184
2,0.83,1,0,2,0.66,4,7
3,0.83,1,0,3,0.68,3,6
0,0.4,1,0,1,0.36,2,2
2,1.0,3,0,2,0.32,21,22
2,0.54,1,0,2,0.72,19,556
5,0.38,1,0,1,0.24,22,82
1,0.83,2,0,2,0.6,23,78
3,0.6,1,0,4,0.24,7,385
5,0.66,2,0,1,0.32,4,3
4,0.87,2,0,1,0.3,0,34
0,0.59,1,0,4,0.46,19,300
0,0.65,1,0,1,0.3,23,46
4,0.81,1,0,4,0.24,5,10
3,0.83,1,0,3,0.66,4,9
3,0.51,1,0,2,0.5,20,169
5,0.55,1,0,4,0.52,20,315
0,0.65,1,0,4,0.24,8,638
0,0.64,1,0,1,0.18,21,52
0,0.46,1,0,2,0.6,16,205
6,0.87,2,0,4,0.34,4,11
2,0.77,2,0,2,0.42,14,106
2,0.73,2,0,2,0.6,8,671
1,0.94,3,0,3,0.6,0,13
2,0.5,1,0,1,0.4,4,1
3,0.83,2,0,2,0.52,15,204
6,0.39,1,0,2,0.66,12,684
5,0.56,2,0,2,0.54,23,196
0,0.65,1,0,3,0.7,20,305
4,0.61,1,0,3,0.66,18,805
1,0.71,1,0,2,0.34,5,24
5,0.76,2,0,4,0.34,18,297
2,0.69,1,0,1,0.22,4,2
5,0.75,3,0,1,0.22,16,146
3,0.37,1,0,1,0.54,14,192
2,0.77,2,0,2,0.42,19,368
1,0.43,1,0,3,0.82,10,209
4,0.42,1,0,4,0.72,12,468
2,0.51,1,0,3,0.74,0,37
2,0.44,1,0,1,0.22,22,33
1,0.72,1,0,4,0.5,22,114
2,0.39,1,0,2,0.66,16,289
4,0.54,2,0,4,0.7,14,399
3,1.0,2,0,4,0.6,2,2
4,0.21,1,0,3,0.82,15,381
3,0.77,1,0,2,0.52,0,59
3,0.88,1,0,4,0.44,3,5
5,0.58,1,0,2,0.74,14,382
1,0.83,2,0,4,0.66,16,258
6,0.54,1,0,4,0.42,22,113
4,0.67,1,0,1,0.46,3,8
0,0.69,1,1,4,0.62,11,322
3,0.54,1,0,3,0.72,10,234
0,0.74,1,0,3,0.7,7,317
3,0.29,1,1,4,0.48,15,228
3,0.8,1,0,1,0.22,3,4
0,0.94,2,0,4,0.38,4,12
2,0.78,2,0,2,0.64,11,156
0,0.57,1,0,1,0.34,6,88
3,0.82,3,0,2,0.46,8,362
4,0.58,1,0,2,0.74,14,367
5,0.73,2,0,3,0.64,5,14
5,0.81,2,0,1,0.24,11,183
5,0.44,1,0,1,0.44,19,188
4,0.81,3,0,4,0.28,7,215
3,0.7,1,0,3,0.74,10,222
5,0.44,1,0,1,0.42,16,407
3,0.73,3,0,2,0.54,14,180
3,0.3,1,0,2,0.74,18,785
2,0.58,2,0,4,0.4,18,145
4,0.51,2,0,3,0.5,10,140
3,0.65,2,0,4,0.3,6,118
3,0.6,1,0,2,0.56,1,33
1,0.5,2,0,1,0.36,23,57
1,0.77,2,0,2,0.48,15,78
0,0.49,2,1,3,0.78,19,375
0,1.0,2,0,4,0.42,8,584
4,0.38,1,0,1,0.26,18,301
5,0.83,1,0,4,0.62,20,243
